method,picp,mpiw_deg,crps_deg,point_rmse_deg
MC-Dropout,0.7433904902615391,9.76522014343882,2.6946449616445043,5.039443449205426
Deep Ensemble,0.6982043158926567,8.75361978631078,2.6529465594707764,4.932043222241584
Quantile,0.8092938017644301,11.20522326646874,2.0867238829581547,5.082615740660084
