horizon_s,rmse_deg,mae_deg,r2
1,1.6575790788494937,1.2633894060379105,0.934605829117447
2,2.114945309432726,1.6079324883041668,0.8935436830868296
3,3.3982450421518227,2.604870733335075,0.7251321432822426
4,4.877005925566752,3.7376945809920343,0.43371432360330386
5,4.844068942302711,3.6858610475624616,0.44131169922721547
overall,3.633698450527654,2.5799496512463294,0.6856966605824111
