threshold_deg,alarm,detection_rate_mean,detection_rate_std,missed_event_rate_mean,missed_event_rate_std,false_episodes_per_hour_mean,false_episodes_per_hour_std,precision_mean,precision_std,lead_mean_s_mean,lead_mean_s_std,lead_p10_s_mean,lead_p10_s_std,lead_p50_s_mean,lead_p50_s_std,lead_p90_s_mean,lead_p90_s_std,n_events,n_episodes,n_seeds
15,point,0.9957563850687622,0.0007028897375244692,0.004243614931237727,0.0007028897375244728,135.65511411665256,4.983163733407414,0.5098637820816425,0.00634704502709989,4.304863017040452,0.016147678582838467,2.0,0.0,5.0,0.0,5.0,0.0,2545,2451,5
15,prob,0.9925343811394892,0.0007350996830597375,0.0074656188605108035,0.0007350996830597431,112.93322062552832,3.477542658899186,0.5461969963580499,0.008950571815409297,4.339030250633238,0.011390818478741056,2.0,0.0,5.0,0.0,5.0,0.0,2545,2205,5
15,naive,0.6514734774066797,0.0,0.3485265225933203,0.0,125.10566356720201,0.0,0.5970961887477314,0.0,3.3480096501809404,0.0,1.0,0.0,4.0,0.0,5.0,0.0,2545,2755,5
20,point,0.9973890339425587,0.0,0.0026109660574412663,0.0,184.7731755424063,6.715626253023889,0.2817219163150172,0.005719071929237951,4.402094240837696,0.032843870366747116,2.2,0.44721359549995787,5.0,0.0,5.0,0.0,1149,2254,5
20,prob,0.9972149695387292,0.0003892198394255264,0.0027850304612706766,0.00038921983942553624,154.31952662721892,5.777525653391397,0.31163938192815765,0.00868622446259775,4.503233422498608,0.02605530510520862,3.0,0.0,5.0,0.0,5.0,0.0,1149,2009,5
20,naive,0.7597911227154047,0.0,0.24020887728459525,0.0,182.02310510002818,0.0,0.3555466879489226,0.0,3.310423825887743,0.0,1.0,0.0,3.0,0.0,5.0,0.0,1149,2506,5
25,point,0.9959266802443991,0.0,0.004073319755600768,0.0,200.89039165962242,9.93639321701202,0.14881710482122743,0.005293131491910959,4.535378323108384,0.02190144905601702,3.2,0.44721359549995787,5.0,0.0,5.0,0.0,491,2020,5
25,prob,0.9942973523421589,0.0009108219867616395,0.00570264765784112,0.0009108219867616395,135.0014088475627,7.85299264561662,0.21162546991255038,0.011610056929499504,4.407592443595159,0.047672267736772245,3.0,0.7071067811865476,5.0,0.0,5.0,0.0,491,1536,5
25,naive,0.8228105906313645,0.0,0.17718940936863548,0.0,213.01775147928993,0.0,0.18252595155709342,0.0,3.326732673267327,0.0,2.0,0.0,3.0,0.0,5.0,0.0,491,2312,5
