horizon_s,rmse_deg,mae_deg,r2
1,1.6342180053410347,1.217969285334732,0.9300088767251473
2,2.0810358251402556,1.5614313665720803,0.8865014084306787
3,3.303155293918295,2.4726256995829354,0.7140476935961058
4,4.692753145209811,3.5385308072028394,0.42264530678241996
5,4.678255495361962,3.5479685528209832,0.42613639702041883
overall,3.5162542584972285,2.4677051423027145,0.6759111110211937
