horizon_s,rmse_deg,mae_deg,r2
1,1.6729511169521283,1.2759363800014991,0.9355306943128423
2,2.1742293904792556,1.6389262285940693,0.8910997257351954
3,3.345609170841048,2.5549668615663794,0.7421161713221198
4,4.938838803108794,3.74827198401832,0.4379516084882351
5,4.894789411522368,3.712157943815655,0.4478099318211679
overall,3.662519125203185,2.5860518795991845,0.6909388650068107
