time,u,v,w,p,q,r,phi,theta,Xacc,GZ
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.059649,0.061474,0.083349,0.143874,-0.112277,0.009150,0.097518,-0.009295,0.097960,0.027156
2.000000,0.031364,0.027113,-0.045327,-0.044795,0.002802,0.016367,0.117692,-0.059984,0.132097,0.036572
3.000000,0.017551,0.058343,-0.182016,-0.246094,0.288709,0.057868,-0.058625,-0.035166,0.068363,0.018967
4.000000,0.179021,0.107675,0.118137,-0.004348,0.028529,0.067401,-0.147982,0.111934,0.185548,0.051225
5.000000,0.429484,0.166945,0.284035,0.201307,-0.420745,0.094602,-0.021176,0.093911,0.096269,0.026689
6.000000,0.428045,0.104922,-0.275266,0.005706,-0.003397,0.100868,0.061642,-0.123005,0.137586,0.038082
7.000000,0.279727,0.050272,-0.199252,-0.074854,0.419822,0.091885,0.019221,-0.090264,0.092288,0.025589
8.000000,0.630582,0.065218,0.348599,0.037957,-0.046840,0.090062,0.010237,0.115638,0.116090,0.032162
9.000000,0.752747,0.024724,0.193691,-0.012806,-0.348256,0.066782,0.012316,0.058643,0.059922,0.016628
10.000000,0.691166,0.006144,-0.321900,-0.012017,0.034433,0.054925,0.000519,-0.110436,0.110437,0.030602
11.000000,0.558688,-0.013756,-0.157474,-0.006689,0.350251,0.045727,-0.005894,-0.059871,0.060160,0.016694
12.000000,0.791995,-0.012475,0.331316,0.025953,-0.039496,0.044113,0.008012,0.107588,0.107886,0.029898
13.000000,0.887427,-0.030829,0.187345,0.006990,-0.336406,0.040210,0.019793,0.053803,0.057328,0.015909
14.000000,0.822687,-0.029181,-0.382451,-0.090899,0.110614,0.054062,-0.037802,-0.101646,0.108448,0.030053
15.000000,0.747247,0.001091,-0.066216,0.065141,0.254247,0.040863,-0.025485,-0.020395,0.032641,0.009062
16.000000,0.935927,0.031313,0.320443,0.096943,-0.131826,0.044991,0.062069,0.085717,0.105830,0.029330
17.000000,0.932816,-0.009210,0.024548,-0.079790,-0.205017,0.037293,0.041827,0.001938,0.041872,0.011623
18.000000,0.821972,0.014911,-0.296582,-0.138260,0.182306,0.055161,-0.078695,-0.074622,0.108450,0.030054
19.000000,0.818084,0.035699,0.045088,0.026016,0.217332,0.051484,-0.107612,0.036157,0.113524,0.031454
20.000000,1.043561,0.121885,0.381105,0.198350,-0.299216,0.081717,0.034598,0.109134,0.114487,0.031719
21.000000,1.130123,0.078214,-0.123477,0.149890,-0.306888,0.092818,0.187121,-0.091759,0.208408,0.057449
22.000000,0.749120,-0.024969,-0.458254,-0.126270,0.471070,0.141749,0.151773,-0.201919,0.252599,0.069394
23.000000,1.139713,-0.152388,0.271134,-0.285323,0.332190,0.149165,-0.045325,0.104167,0.113601,0.031475
24.000000,0.973767,-0.269709,0.434441,-0.141779,-0.418409,0.130820,-0.233941,0.232759,0.330008,0.089977
25.000000,1.087016,-0.285600,-0.277753,0.198168,-0.411777,0.109774,-0.150179,-0.008536,0.150421,0.041609
26.000000,0.287960,-0.325132,-0.361697,0.187287,0.376554,0.074352,0.058257,-0.187379,0.196226,0.054136
27.000000,0.530352,-0.259231,0.366131,0.076326,0.232725,0.033979,0.176601,0.015627,0.177291,0.048970
28.000000,0.753051,-0.245749,0.456194,0.000654,-0.317948,0.041928,0.201447,0.075740,0.215215,0.059297
29.000000,0.802864,-0.208849,-0.231946,-0.160369,-0.071646,0.051074,0.084784,-0.092035,0.125135,0.034655
30.000000,0.712961,-0.136174,-0.313153,-0.140306,0.377582,0.093873,-0.059532,-0.080021,0.099737,0.027647
31.000000,0.853587,-0.163900,0.172246,-0.180370,0.176584,0.097944,-0.197900,0.152976,0.250132,0.068731
32.000000,0.993097,-0.168568,0.423179,0.097919,-0.506162,0.129416,-0.188465,0.192556,0.269438,0.073911
33.000000,1.010563,-0.167561,-0.275413,0.302991,-0.256956,0.140020,0.036027,-0.111467,0.117145,0.032452
34.000000,0.382055,-0.320089,-0.288556,0.017706,0.526528,0.139516,0.153432,-0.192667,0.246296,0.067698
35.000000,0.688952,-0.373728,0.431403,-0.119970,0.185109,0.119011,0.078057,0.088191,0.117773,0.032626
36.000000,0.847510,-0.357995,0.423444,0.071697,-0.489481,0.134572,0.076720,0.112430,0.136112,0.037677
37.000000,0.828277,-0.358300,-0.447956,0.015012,-0.016740,0.135639,0.097234,-0.153351,0.181579,0.050141
38.000000,0.625840,-0.399611,-0.272889,-0.124310,0.520582,0.160373,0.033708,-0.096498,0.102216,0.028332
39.000000,0.852114,-0.426615,0.407121,-0.139408,-0.061235,0.151599,-0.089389,0.182011,0.202777,0.055919
40.000000,0.889059,-0.446817,0.170251,-0.032719,-0.443870,0.118145,-0.162513,0.114007,0.198515,0.054759
41.000000,0.659296,-0.424444,-0.401948,0.134073,0.005502,0.099095,-0.081462,-0.101737,0.130332,0.036086
42.000000,0.376163,-0.393433,-0.078676,0.144218,0.273616,0.056854,0.071021,-0.073866,0.102470,0.028403
43.000000,0.547851,-0.361220,0.333105,0.025677,0.010798,0.048151,0.147170,0.046436,0.154322,0.042680
44.000000,0.613769,-0.362169,0.225355,-0.053520,-0.216250,0.047285,0.117530,0.021192,0.119425,0.033081
45.000000,0.573493,-0.324193,-0.184346,-0.083798,0.025819,0.056257,0.033644,-0.080592,0.087333,0.024218
46.000000,0.483924,-0.290154,-0.180759,-0.069260,0.291201,0.072686,-0.039836,-0.040869,0.057072,0.015838
47.000000,0.567125,-0.281296,0.150687,-0.035266,0.043043,0.071612,-0.082683,0.107468,0.135594,0.037534
48.000000,0.629900,-0.271616,0.191785,0.028601,-0.320362,0.073758,-0.077273,0.105267,0.130584,0.036156
49.000000,0.594680,-0.247522,-0.107213,0.155606,-0.232104,0.072555,0.029858,-0.070282,0.076361,0.021182
50.000000,0.228773,-0.281513,-0.236560,0.038364,0.342750,0.068032,0.111279,-0.160728,0.195490,0.053935
51.000000,0.322093,-0.334089,0.094183,-0.141660,0.376502,0.060505,0.043375,0.039285,0.058521,0.016240
52.000000,0.435249,-0.341643,0.366907,-0.129196,-0.398633,0.037661,-0.092394,0.205707,0.225504,0.062085
53.000000,0.664724,-0.308424,-0.136763,0.083972,-0.420632,0.018799,-0.090589,-0.039566,0.098853,0.027403
54.000000,-0.040879,-0.262044,-0.339571,0.182448,0.513423,-0.032551,0.063971,-0.229842,0.238578,0.065618
55.000000,0.473548,-0.312174,0.347930,-0.033510,0.319167,-0.062838,0.117646,0.083485,0.144258,0.039916
56.000000,0.571649,-0.300830,0.457453,-0.127356,-0.557434,-0.071767,0.022473,0.195572,0.196859,0.054308
