time,u,v,w,p,q,r,phi,theta,Xacc,GZ
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.004775,0.004238,0.009995,0.017445,-0.013205,0.000027,0.011932,-0.001002,0.011974,0.003325
2.000000,0.045073,0.046032,0.064905,0.115600,-0.095826,0.005904,0.096541,-0.014539,0.097630,0.027065
3.000000,0.026669,0.037655,0.007694,0.043414,-0.054835,0.008832,0.165942,-0.062985,0.177493,0.049025
4.000000,-0.031601,0.019198,-0.105829,-0.098570,0.155586,0.021941,0.113886,-0.077957,0.138012,0.038199
5.000000,0.123373,0.145759,0.118508,0.192104,-0.057158,0.036468,0.205260,-0.018820,0.206121,0.056828
6.000000,0.117509,0.097886,-0.036022,-0.131228,-0.007725,0.033655,0.184031,-0.047803,0.190138,0.052477
7.000000,0.487795,0.456461,-0.076828,-0.707213,0.368775,0.160615,-0.265192,0.030375,0.266926,0.073239
8.000000,0.744410,0.397702,0.551619,-0.123146,-0.062778,0.145211,-0.563241,0.257969,0.619507,0.161221
9.000000,1.562889,0.354826,0.637630,0.425597,-0.583023,0.098788,-0.329493,0.149572,0.361853,0.098295
10.000000,1.120385,0.490839,-0.393584,0.486968,0.107239,0.019740,0.147463,-0.203230,0.251093,0.068989
11.000000,0.853622,0.727087,-0.254480,0.409591,0.001569,-0.096604,0.582470,-0.141022,0.599298,0.156620
12.000000,0.605028,0.611781,-0.476440,-0.348091,0.132498,-0.098200,0.521729,-0.104388,0.532070,0.140864
13.000000,1.060785,1.220904,0.276129,-0.961463,0.359055,0.028567,-0.110350,0.080012,0.136305,0.037730
14.000000,1.014793,0.814749,0.958535,-0.198089,-0.095556,-0.061380,-0.564921,0.215113,0.604491,0.157808
15.000000,1.275825,0.830863,0.676570,0.364768,-0.355531,-0.104461,-0.390826,0.091657,0.401430,0.108493
16.000000,1.073867,0.893231,-0.236007,0.420610,-0.053959,-0.146657,0.021614,-0.112088,0.114153,0.031627
17.000000,0.678532,0.672467,-0.337465,-0.031981,0.299195,-0.149835,0.142873,-0.097823,0.173153,0.047838
18.000000,0.728625,0.604711,0.191662,-0.039843,0.036847,-0.131194,0.092898,0.056809,0.108891,0.030175
19.000000,0.843576,0.620178,0.190955,0.129602,-0.407709,-0.100354,0.168130,0.036212,0.171985,0.047519
20.000000,0.776346,0.678355,-0.585882,-0.339831,0.303486,-0.028771,0.005716,-0.143192,0.143306,0.039655
21.000000,1.141949,0.689492,0.258586,-0.254042,0.383410,0.005212,-0.235269,0.103307,0.256951,0.070563
22.000000,1.139585,0.619095,0.798010,0.055990,-0.417577,-0.029610,-0.283635,0.238245,0.370418,0.100516
23.000000,1.685555,0.621993,-0.179897,0.341281,-0.421202,-0.040628,-0.060923,-0.056841,0.083322,0.023109
24.000000,0.603959,0.612060,-0.486675,0.311473,0.289215,-0.190234,0.252208,-0.243047,0.350258,0.095278
25.000000,0.565570,0.439766,0.005930,-0.040211,0.357034,-0.191663,0.322827,-0.027542,0.324000,0.088397
26.000000,0.396922,0.396873,0.248466,-0.390007,-0.121447,-0.244978,0.061728,0.141064,0.153979,0.042585
27.000000,0.162725,0.418455,0.130659,-0.261886,-0.135655,-0.223024,-0.242407,0.042094,0.246035,0.067628
28.000000,0.004298,0.425386,-0.099504,-0.052501,0.249615,-0.145908,-0.373783,-0.025147,0.374628,0.101604
29.000000,-0.054725,0.468168,0.169790,0.204563,0.170880,-0.100726,-0.268398,0.084013,0.281240,0.077065
30.000000,0.468564,0.734173,0.403140,0.429547,-0.515923,0.052725,0.061750,0.114397,0.129999,0.035994
31.000000,0.565034,0.591398,-0.399723,0.173591,-0.111062,0.080590,0.306763,-0.216158,0.375270,0.101770
32.000000,0.281905,0.407055,-0.402519,-0.078584,0.589381,0.058388,0.309466,-0.216550,0.377708,0.102400
33.000000,0.798398,0.306521,0.211510,-0.387291,0.167438,0.043219,0.043403,0.132083,0.139031,0.038480
34.000000,0.828226,0.257052,0.358820,-0.098648,-0.499592,-0.027750,-0.144655,0.165539,0.219837,0.060550
35.000000,0.860034,0.256338,-0.456431,0.040913,-0.060048,-0.058291,-0.140676,-0.097811,0.171338,0.047342
36.000000,0.587999,0.262846,-0.213144,0.044726,0.414465,-0.084041,-0.105872,-0.074251,0.129314,0.035806
37.000000,0.778380,0.210636,0.360057,-0.070237,0.131382,-0.092695,-0.130586,0.135272,0.188019,0.051899
38.000000,0.958311,0.259144,0.446012,0.058240,-0.437372,-0.074429,-0.113266,0.142557,0.182076,0.050277
39.000000,1.120821,0.357548,-0.252815,0.389581,-0.318814,-0.059482,0.113484,-0.138665,0.179183,0.049487
40.000000,0.523405,0.213354,-0.460868,0.048234,0.499409,-0.066824,0.271816,-0.232182,0.357481,0.097159
41.000000,0.919275,0.111063,0.305960,-0.198569,0.280617,-0.064661,0.158761,0.065284,0.171660,0.047430
42.000000,0.738140,0.109990,0.334647,-0.252763,-0.310580,-0.130448,-0.076494,0.167238,0.183902,0.050775
43.000000,0.714746,0.230053,-0.235005,-0.155239,-0.105754,-0.139260,-0.265938,-0.012076,0.266212,0.073047
44.000000,0.508149,0.316908,-0.121762,0.172906,0.167502,-0.154364,-0.209033,-0.042615,0.213333,0.058786
45.000000,0.517888,0.458880,0.135080,0.272566,-0.019876,-0.124623,0.026456,0.032755,0.042105,0.011687
46.000000,0.495174,0.397106,0.047524,-0.012314,-0.162416,-0.093001,0.115463,0.010998,0.115986,0.032133
47.000000,0.390633,0.376171,-0.080159,-0.020312,-0.087299,-0.079240,0.099282,-0.064556,0.118425,0.032805
48.000000,0.249215,0.360396,-0.200871,-0.104942,0.250031,-0.047490,0.023461,-0.086138,0.089276,0.024756
49.000000,0.296721,0.344129,0.015150,-0.155656,0.296473,-0.024007,-0.107202,0.059899,0.122801,0.034012
50.000000,0.658133,0.433856,0.495793,0.187759,-0.486044,0.034810,-0.038657,0.167605,0.172005,0.047524
51.000000,0.935197,0.394220,-0.276788,0.213838,-0.274697,0.040706,0.142893,-0.149552,0.206843,0.057024
52.000000,0.570483,0.230567,-0.426193,-0.248227,0.765878,0.115777,0.062766,-0.203949,0.213389,0.058802
53.000000,1.376506,0.093241,0.774744,-0.227819,-0.144568,0.135200,-0.158066,0.256972,0.301694,0.082505
54.000000,2.127993,-0.035078,0.201718,0.192272,-0.627016,0.080352,-0.117939,0.063463,0.133930,0.037076
55.000000,1.042231,-0.163902,-0.697970,0.119185,0.501464,0.085020,0.043496,-0.233217,0.237238,0.065256
56.000000,1.495596,-0.295098,0.547034,-0.088569,0.302453,0.071009,0.041494,0.078338,0.088649,0.024582
57.000000,1.497382,-0.311759,0.571375,0.076063,-0.446378,0.128501,0.059788,0.137923,0.150324,0.041583
58.000000,1.387821,-0.357183,-0.499973,0.006992,-0.092449,0.147663,0.077379,-0.110612,0.134991,0.037368
59.000000,1.071914,-0.413368,-0.326909,-0.103514,0.383152,0.179949,0.017440,-0.087528,0.089249,0.024748
60.000000,1.188053,-0.379584,0.409712,0.053421,-0.044243,0.186261,0.020787,0.095601,0.097835,0.027122
61.000000,1.099906,-0.414371,0.199264,0.047222,-0.274138,0.175139,0.063129,0.029557,0.069706,0.019339
62.000000,0.865073,-0.432181,-0.293172,-0.047769,0.086918,0.170157,0.040691,-0.098883,0.106928,0.029633
63.000000,0.654764,-0.436781,-0.100537,-0.027926,0.276328,0.150799,0.013163,-0.032181,0.034769,0.009652
64.000000,0.594753,-0.460862,0.147691,-0.151412,0.073734,0.122006,-0.085349,0.110160,0.139355,0.038569
65.000000,0.527484,-0.437354,0.087728,-0.092520,-0.228334,0.090000,-0.202659,0.133046,0.242429,0.066656
66.000000,0.577182,-0.289306,0.081975,0.372232,-0.439511,0.105137,-0.010770,-0.011050,0.015430,0.004284
67.000000,-0.024798,-0.244839,-0.143027,0.272494,0.261096,0.072690,0.294560,-0.247011,0.384422,0.104130
68.000000,-0.104430,-0.377050,0.054422,-0.190327,0.631147,0.031638,0.264650,-0.060137,0.271397,0.074435
69.000000,-0.266734,-0.263795,0.106613,-0.512491,-0.399670,-0.073384,-0.127332,0.281366,0.308837,0.084396
70.000000,-0.006473,-0.207281,0.006734,-0.007081,-0.504638,-0.192043,-0.313841,-0.026853,0.314988,0.086021
71.000000,-0.885538,0.074540,-0.112022,0.436747,0.624805,-0.394831,-0.026411,-0.268139,0.269437,0.073911
72.000000,-0.258897,-0.147052,0.100663,0.121663,0.188604,-0.385698,0.253542,0.124324,0.282383,0.077369
73.000000,-0.043708,-0.163360,0.352158,-0.312051,-0.558016,-0.380542,0.104840,0.185881,0.213408,0.058807
74.000000,0.076046,-0.100929,-0.296161,-0.220024,0.028734,-0.298382,-0.167089,-0.127432,0.210137,0.057919
75.000000,-0.047536,0.061225,-0.200915,0.194029,0.478246,-0.232311,-0.128977,-0.086040,0.155042,0.042877
76.000000,0.663862,0.273456,0.481577,0.318895,-0.405790,-0.113052,0.160556,0.151939,0.221051,0.060879
77.000000,0.852562,0.246887,-0.146769,-0.116860,-0.347482,-0.043979,0.199193,-0.095600,0.220946,0.060851
78.000000,0.560700,0.323583,-0.474845,-0.375827,0.762906,0.109139,-0.068696,-0.201750,0.213125,0.058730
79.000000,1.335676,0.331019,0.849571,0.037692,-0.118029,0.162677,-0.200546,0.233382,0.307711,0.084098
80.000000,1.955849,0.249222,0.275965,0.262895,-0.569387,0.125996,-0.033721,0.063643,0.072025,0.019981
81.000000,1.360350,0.030988,-0.756977,-0.010424,0.389204,0.125462,0.064909,-0.201106,0.211322,0.058241
82.000000,1.637315,-0.144447,0.310255,-0.152184,0.329590,0.120162,-0.019505,0.062881,0.065837,0.018267
83.000000,1.677907,-0.170966,0.602278,0.131866,-0.425969,0.166254,0.018722,0.148460,0.149636,0.041394
84.000000,1.521255,-0.282904,-0.424862,0.048729,-0.136472,0.177453,0.090796,-0.098104,0.133672,0.037006
85.000000,1.079968,-0.389544,-0.314463,-0.023694,0.299950,0.181078,0.093154,-0.116122,0.148869,0.041183
86.000000,0.997445,-0.448603,0.220430,-0.067541,0.181780,0.166806,0.049190,0.038202,0.062282,0.017282
87.000000,0.889934,-0.478927,0.280283,-0.055720,-0.168490,0.148574,-0.013203,0.096987,0.097882,0.027135
88.000000,0.778363,-0.463422,-0.040178,0.031887,-0.224554,0.127857,-0.021871,0.001479,0.021921,0.006086
89.000000,0.577662,-0.443385,-0.328402,-0.054799,0.195506,0.131573,-0.049300,-0.080123,0.094075,0.026083
90.000000,0.566669,-0.361485,0.072960,0.112481,0.122914,0.110722,0.013729,0.022337,0.026219,0.007279
91.000000,0.611734,-0.354664,0.239941,0.025783,-0.139513,0.100010,0.072162,0.058832,0.093105,0.025815
92.000000,0.561040,-0.356695,-0.008788,-0.081729,-0.123673,0.087687,0.021076,-0.016349,0.026674,0.007405
93.000000,0.436275,-0.325594,-0.174345,-0.019909,0.108989,0.079237,-0.022894,-0.061872,0.065972,0.018305
94.000000,0.366877,-0.322350,-0.095281,-0.079452,0.257253,0.078067,-0.076256,0.011291,0.077087,0.021383
95.000000,0.576546,-0.248385,0.295634,0.100667,-0.206513,0.097449,-0.033442,0.120600,0.125151,0.034659
96.000000,0.752356,-0.176182,0.148655,0.238090,-0.431376,0.122691,0.132533,-0.038396,0.137983,0.038191
97.000000,0.398653,-0.240800,-0.448003,-0.045277,0.481340,0.169854,0.179563,-0.234826,0.295611,0.080890
98.000000,0.801773,-0.335845,0.178169,-0.270899,0.411895,0.157693,0.011104,0.081974,0.082723,0.022943
99.000000,0.690694,-0.397227,0.439654,-0.145802,-0.560767,0.145810,-0.179451,0.255222,0.311995,0.085231
100.000000,0.823976,-0.363919,-0.436473,0.163290,-0.327873,0.105807,-0.114047,-0.070403,0.134027,0.037103
101.000000,-0.036745,-0.365998,-0.280193,0.163105,0.511416,0.053847,0.063626,-0.197600,0.207591,0.057227
102.000000,0.409347,-0.391973,0.448142,-0.046023,0.232421,0.012713,0.101131,0.089451,0.135015,0.037375
103.000000,0.526660,-0.402567,0.413033,-0.123822,-0.435393,-0.001090,0.000812,0.157948,0.157950,0.043675
