time,u,v,w,p,q,r,phi,theta,Xacc,GZ
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.004180,-0.007002,-0.017456,-0.023980,0.009461,0.000312,-0.016213,0.003274,0.016540,0.005770
2.000000,-0.017177,-0.029402,-0.104816,-0.145622,0.057592,0.006073,-0.125400,0.027447,0.128369,0.044662
3.000000,0.020614,0.018434,0.023818,0.005944,-0.003348,0.005448,-0.188441,0.051725,0.195411,0.067741
4.000000,0.112684,0.155534,0.218831,0.291967,-0.122700,0.019309,0.011233,0.010202,0.015174,0.005294
5.000000,0.054203,0.069993,-0.069638,-0.015967,0.010898,0.024615,0.134888,-0.043029,0.141585,0.049231
6.000000,0.036185,0.034799,-0.169549,-0.261873,0.115437,0.037109,-0.048362,0.001148,0.048376,0.016870
7.000000,0.172391,0.195484,0.224055,0.226269,-0.097612,0.032621,-0.017011,0.020568,0.026691,0.009311
8.000000,0.172794,0.183818,0.016572,0.132894,-0.056405,0.037559,0.175541,-0.046609,0.181623,0.063016
9.000000,0.120834,0.098785,-0.153887,-0.145633,0.073669,0.034279,0.137310,-0.049366,0.145914,0.050726
10.000000,0.158989,0.133715,0.010447,-0.017806,0.015986,0.028241,0.056803,-0.013115,0.058297,0.020327
11.000000,0.149849,0.090747,-0.178285,-0.277697,0.101536,0.037924,-0.136197,0.029638,0.139384,0.048470
12.000000,0.219087,0.148787,-0.046781,-0.194491,0.051406,0.046104,-0.390656,0.104789,0.404466,0.137292
13.000000,0.371832,0.323946,0.395094,0.315140,-0.151299,0.042472,-0.262149,0.086973,0.276200,0.095139
14.000000,0.502827,0.477599,0.195847,0.388314,-0.147146,0.072933,0.140316,-0.032620,0.144058,0.050085
15.000000,0.440563,0.326264,-0.179510,0.054001,0.020727,0.057081,0.350959,-0.108014,0.367205,0.125249
16.000000,0.438235,0.248140,-0.215349,-0.156473,0.093314,0.044176,0.265168,-0.079161,0.276732,0.095317
17.000000,0.500824,0.271937,-0.051118,-0.019663,0.004385,0.029720,0.176502,-0.041878,0.181402,0.062940
18.000000,0.486826,0.227698,-0.195114,-0.236645,0.088807,0.028548,0.008688,-0.012449,0.015181,0.005296
19.000000,0.565842,0.265614,-0.119941,-0.389599,0.132157,0.058556,-0.352504,0.086128,0.362873,0.123837
20.000000,0.695082,0.356774,0.391705,0.106348,-0.069771,0.036105,-0.455274,0.133635,0.474482,0.159393
21.000000,0.818541,0.482195,0.386855,0.296678,-0.133638,0.033896,-0.201005,0.066993,0.211875,0.073366
22.000000,0.931339,0.603146,0.133303,0.388217,-0.143326,0.047560,0.191875,-0.046007,0.197314,0.068392
23.000000,0.841399,0.422118,-0.290532,0.063576,0.006903,0.027530,0.411149,-0.121027,0.428592,0.144989
