time,u,v,w,p,q,r,phi,theta,Xacc,GZ
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.017427,-0.028701,-0.094268,-0.128341,0.050822,0.004385,-0.086587,0.017598,0.088357,0.030786
2.000000,0.010985,0.007953,0.003249,-0.017211,0.006965,0.004518,-0.157372,0.042269,0.162950,0.056598
3.000000,0.033279,0.032704,0.050859,0.064451,-0.028984,0.003769,-0.121551,0.035426,0.126608,0.044053
4.000000,0.021421,0.010269,-0.014176,-0.005047,-0.000484,0.003977,-0.095013,0.023354,0.097841,0.034080
5.000000,0.023885,0.013492,0.011967,0.010613,-0.002155,0.003052,-0.090082,0.022953,0.092960,0.032385
6.000000,0.100366,0.136119,0.190988,0.265559,-0.105000,0.014149,0.093439,-0.013715,0.094440,0.032899
7.000000,0.088555,0.139016,0.033236,0.156363,-0.054000,0.027869,0.319367,-0.084820,0.330439,0.113195
8.000000,0.027615,0.051663,-0.150621,-0.156615,0.082084,0.028643,0.282957,-0.085732,0.295660,0.101652
9.000000,0.054359,0.075868,-0.167722,-0.279325,0.120829,0.049231,0.021398,-0.013381,0.025237,0.008804
10.000000,0.131928,0.142558,-0.035277,-0.114957,0.027804,0.049135,-0.183295,0.054119,0.191118,0.066271
11.000000,0.173471,0.167008,0.059488,0.026340,-0.030626,0.035555,-0.216084,0.062260,0.224875,0.077794
12.000000,0.164789,0.131119,-0.000637,-0.040601,0.007683,0.026789,-0.228928,0.057847,0.236123,0.081614
13.000000,0.210214,0.186091,0.156207,0.140452,-0.056305,0.020851,-0.151738,0.045707,0.158473,0.055056
14.000000,0.268914,0.265419,0.157367,0.249335,-0.100335,0.030516,0.080154,-0.012929,0.081190,0.028294
15.000000,0.228684,0.198219,-0.056948,0.048803,-0.009403,0.028887,0.226751,-0.065452,0.236008,0.081575
16.000000,0.203049,0.150438,-0.100093,-0.083394,0.047500,0.022984,0.191438,-0.056818,0.199692,0.069205
17.000000,0.207972,0.140072,-0.111335,-0.166798,0.071424,0.026052,0.039986,-0.014383,0.042494,0.014821
18.000000,0.247819,0.173317,-0.000901,-0.040984,0.009372,0.020838,-0.064570,0.020375,0.067708,0.023604
19.000000,0.285076,0.213634,0.087014,0.117682,-0.054155,0.014653,-0.004209,0.006447,0.007699,0.002686
20.000000,0.269673,0.188731,-0.001741,0.058583,-0.023059,0.012003,0.089432,-0.025420,0.092975,0.032390
21.000000,0.231378,0.126701,-0.128461,-0.163910,0.072880,0.014037,0.006202,-0.010763,0.012422,0.004334
22.000000,0.257842,0.147174,-0.031294,-0.123183,0.049896,0.017772,-0.151756,0.039477,0.156807,0.054482
23.000000,0.289247,0.167198,0.054758,-0.013656,-0.003844,0.011944,-0.217084,0.061282,0.225568,0.078029
24.000000,0.305048,0.177030,0.082910,0.052639,-0.028147,0.006747,-0.187242,0.051434,0.194178,0.067319
25.000000,0.386985,0.301867,0.215114,0.297514,-0.120802,0.018265,0.036867,0.000406,0.036869,0.012860
26.000000,0.333943,0.218388,-0.078711,0.033447,-0.004011,0.020218,0.196128,-0.058273,0.204602,0.070884
27.000000,0.316757,0.187512,-0.065559,-0.024773,0.022048,0.012867,0.193854,-0.054201,0.201289,0.069751
28.000000,0.316617,0.178710,-0.047916,-0.026923,0.012809,0.007549,0.163631,-0.042126,0.168967,0.058668
29.000000,0.308621,0.166194,-0.070601,-0.056542,0.019703,0.004279,0.112914,-0.030868,0.117057,0.040745
30.000000,0.295210,0.149025,-0.125330,-0.180338,0.071959,0.009881,-0.034259,0.001895,0.034311,0.011968
31.000000,0.320867,0.170900,-0.050876,-0.168267,0.063593,0.017577,-0.229421,0.057549,0.236529,0.081752
32.000000,0.385546,0.240081,0.181558,0.105252,-0.050202,0.009767,-0.235274,0.070095,0.245494,0.084789
33.000000,0.382179,0.219179,0.068944,0.052928,-0.026742,0.006370,-0.150227,0.039970,0.155453,0.054016
34.000000,0.392962,0.235637,0.095822,0.111668,-0.042561,0.003470,-0.050412,0.015140,0.052636,0.018355
35.000000,0.458850,0.339027,0.138744,0.293186,-0.112724,0.015943,0.196429,-0.043037,0.201088,0.069683
36.000000,0.384514,0.221069,-0.176439,-0.035777,0.024712,0.014733,0.306962,-0.088739,0.319531,0.109589
37.000000,0.377175,0.199159,-0.229549,-0.294845,0.133120,0.029685,0.091148,-0.036621,0.098230,0.034215
38.000000,0.457146,0.259500,-0.014408,-0.136244,0.044688,0.033672,-0.135862,0.040013,0.141632,0.049247
39.000000,0.488667,0.260448,0.055388,-0.040213,-0.001356,0.019863,-0.224205,0.062485,0.232749,0.080469
40.000000,0.616826,0.428812,0.295777,0.359267,-0.153221,0.025266,-0.001346,0.014392,0.014455,0.005043
41.000000,0.579735,0.360659,-0.082401,0.134049,-0.038725,0.029062,0.253042,-0.074456,0.263769,0.090959
42.000000,0.531532,0.253184,-0.271871,-0.261950,0.130290,0.028684,0.137506,-0.051815,0.146945,0.051081
43.000000,0.622695,0.294890,-0.103974,-0.340439,0.124250,0.054908,-0.206517,0.053639,0.213369,0.073876
44.000000,0.715329,0.326660,0.196286,-0.058391,-0.012999,0.037518,-0.398700,0.116011,0.415235,0.140738
45.000000,0.871155,0.497881,0.438684,0.358538,-0.168378,0.032443,-0.179748,0.063812,0.190739,0.066141
46.000000,1.067098,0.718107,0.073361,0.542659,-0.177378,0.071506,0.334937,-0.088768,0.346500,0.118481
47.000000,0.927850,0.394569,-0.541474,-0.032225,0.071465,0.041035,0.557999,-0.166639,0.582350,0.191877
48.000000,1.131241,0.474373,-0.541192,-0.648370,0.296299,0.088040,0.110287,-0.055332,0.123389,0.042938
49.000000,1.438551,0.575659,0.159673,-0.318047,0.039335,0.097583,-0.391347,0.124261,0.410601,0.139257
50.000000,1.497153,0.526121,0.529266,0.059955,-0.074631,0.027691,-0.487715,0.140604,0.507578,0.169575
51.000000,1.641062,0.771759,0.603193,0.412719,-0.165494,0.004322,-0.177427,0.058756,0.186903,0.064827
52.000000,1.673362,0.887294,-0.037995,0.413050,-0.139520,-0.000151,0.285896,-0.074889,0.295542,0.101613
53.000000,1.458844,0.636511,-0.596071,0.115913,-0.036313,-0.029017,0.559612,-0.151728,0.579816,0.191138
54.000000,1.367052,0.656367,-0.733996,-0.459028,0.193620,-0.029802,0.311583,-0.097007,0.326335,0.111840
55.000000,1.647398,0.905003,-0.018213,-0.682221,0.205616,0.041190,-0.322635,0.078295,0.331999,0.113710
56.000000,1.645132,0.821681,0.881226,-0.012538,-0.017897,-0.018314,-0.644167,0.166324,0.665293,0.215357
57.000000,1.920818,1.313781,0.997415,0.600447,-0.223264,-0.048120,-0.244320,0.074864,0.255533,0.088182
58.000000,1.669861,1.186437,-0.114212,0.143724,-0.012770,-0.085312,0.123513,-0.050925,0.133599,0.046471
59.000000,1.369680,1.005057,-0.271453,-0.171486,0.077024,-0.110793,0.079325,-0.027234,0.083870,0.029226
60.000000,1.230092,1.040014,0.058927,0.205647,-0.119405,-0.114957,0.140835,-0.020941,0.142383,0.049506
61.000000,0.952732,0.883631,-0.340760,0.025107,-0.049238,-0.102793,0.260149,-0.074805,0.270690,0.093288
62.000000,0.739759,0.817650,-0.360779,-0.283602,0.123800,-0.080892,0.087844,-0.044254,0.098362,0.034261
63.000000,0.677437,0.821868,0.066847,-0.162094,0.077625,-0.057820,-0.152501,0.035371,0.156549,0.054393
64.000000,0.613329,0.772847,0.244707,-0.008101,0.004755,-0.057745,-0.236584,0.060324,0.244154,0.084335
65.000000,0.526036,0.698350,0.187147,-0.009198,0.013578,-0.055641,-0.250300,0.055671,0.256416,0.088480
66.000000,0.488239,0.701000,0.246800,0.136141,-0.039073,-0.051074,-0.165958,0.040865,0.170915,0.059338
67.000000,0.526546,0.772441,0.162815,0.309623,-0.125323,-0.028945,0.102554,-0.018047,0.104130,0.036263
68.000000,0.420585,0.604074,-0.241771,-0.012646,0.002904,-0.023890,0.239040,-0.070242,0.249147,0.086025
69.000000,0.382351,0.550738,-0.253396,-0.296375,0.129641,-0.008519,0.036498,-0.023873,0.043612,0.015210
70.000000,0.465653,0.617632,0.155642,0.079597,-0.038549,-0.014798,-0.048279,0.022067,0.053083,0.018511
71.000000,0.472739,0.600242,0.040606,0.148649,-0.072946,-0.016219,0.087920,-0.020133,0.090196,0.031424
72.000000,0.392853,0.481749,-0.188713,-0.122102,0.053246,-0.017476,0.075869,-0.032939,0.082711,0.028823
73.000000,0.384772,0.460472,-0.073895,-0.204973,0.093290,-0.006643,-0.117212,0.022568,0.119365,0.041545
74.000000,0.419027,0.472777,0.151133,-0.023192,0.006970,-0.010609,-0.228340,0.064121,0.237172,0.081970
75.000000,0.502798,0.570428,0.269150,0.264336,-0.118027,-0.007712,-0.061949,0.027229,0.067669,0.023590
