time,u,v,w,p,q,r,phi,theta,Xacc,GZ
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.019193,-0.038402,-0.101942,-0.130659,0.043723,0.003802,-0.086157,0.020116,0.088474,0.038421
2.000000,0.036836,0.051103,0.109289,0.108536,-0.042231,0.002292,-0.077260,0.020820,0.080016,0.034756
3.000000,0.054252,0.102593,0.108990,0.177825,-0.053285,0.009538,0.092132,-0.022485,0.094836,0.041176
4.000000,0.017002,0.046238,-0.034718,0.012819,0.005214,0.010978,0.185812,-0.045644,0.191336,0.082692
5.000000,-0.001678,0.002202,-0.088520,-0.133726,0.042546,0.012758,0.103200,-0.025374,0.106274,0.046124
6.000000,0.013057,0.020808,-0.053215,-0.115994,0.030038,0.015085,-0.037739,0.007213,0.038422,0.016703
7.000000,0.031994,0.054285,-0.008829,-0.022101,0.005082,0.012411,-0.107896,0.023835,0.110497,0.047950
8.000000,0.036082,0.058431,-0.006738,0.000632,0.003260,0.009664,-0.117781,0.028708,0.121229,0.052585
9.000000,0.047723,0.068470,0.035833,0.037208,-0.012112,0.007462,-0.092663,0.025451,0.096095,0.041721
10.000000,0.064693,0.095003,0.080017,0.098433,-0.033879,0.007459,-0.009710,0.004955,0.010901,0.004740
11.000000,0.071897,0.116715,0.071739,0.125402,-0.038994,0.010271,0.120140,-0.028653,0.123510,0.053569
12.000000,0.045125,0.077201,-0.023664,0.015872,0.000114,0.010109,0.190570,-0.047674,0.196443,0.084871
13.000000,0.017564,0.022076,-0.132911,-0.180161,0.060776,0.014597,0.078828,-0.021612,0.081737,0.035502
14.000000,0.045827,0.055703,-0.073260,-0.149651,0.039833,0.020333,-0.106288,0.024600,0.109098,0.047345
15.000000,0.091566,0.128741,0.077777,0.067593,-0.027471,0.014673,-0.133203,0.031721,0.136928,0.059355
16.000000,0.090798,0.132139,0.043008,0.079681,-0.019032,0.012744,-0.047780,0.011770,0.049208,0.021389
17.000000,0.070735,0.082093,-0.041860,-0.044145,0.017799,0.010905,-0.038340,0.011875,0.040137,0.017448
18.000000,0.097407,0.113370,0.066164,0.052267,-0.024235,0.007816,-0.025040,0.009110,0.026646,0.011585
19.000000,0.108769,0.142142,0.074059,0.114615,-0.037436,0.008437,0.075556,-0.019128,0.077940,0.033856
20.000000,0.077424,0.094354,-0.048283,-0.009621,0.010396,0.007917,0.124155,-0.032079,0.128232,0.055607
21.000000,0.067161,0.066700,-0.071034,-0.096572,0.031168,0.008521,0.055622,-0.013755,0.057298,0.024901
22.000000,0.081067,0.083845,-0.014131,-0.051719,0.011143,0.007738,-0.025002,0.005285,0.025554,0.011111
23.000000,0.093516,0.108963,0.026129,0.029447,-0.009961,0.005175,-0.030440,0.005737,0.030976,0.013467
24.000000,0.078294,0.082171,-0.039062,-0.034574,0.015968,0.004422,-0.039007,0.008748,0.039976,0.017378
25.000000,0.080538,0.073926,-0.026258,-0.054007,0.016337,0.004256,-0.091179,0.023710,0.094211,0.040905
26.000000,0.111554,0.122750,0.089387,0.084615,-0.032071,0.002611,-0.061261,0.016615,0.063474,0.027582
27.000000,0.109579,0.129312,0.047988,0.089269,-0.025604,0.004249,0.038328,-0.009491,0.039486,0.017165
28.000000,0.083330,0.082216,-0.048740,-0.032678,0.014824,0.004230,0.059690,-0.014370,0.061395,0.026680
29.000000,0.085631,0.078197,-0.017978,-0.041551,0.009797,0.003673,0.016513,-0.003255,0.016831,0.007318
30.000000,0.090555,0.088153,0.006666,-0.006142,-0.000713,0.002418,-0.007550,0.000721,0.007584,0.003298
31.000000,0.109927,0.130615,0.069329,0.105848,-0.033621,0.002213,0.059271,-0.015051,0.061152,0.026574
32.000000,0.101426,0.127896,0.022333,0.086635,-0.023216,0.004355,0.167253,-0.041228,0.172259,0.074534
33.000000,0.052029,0.032578,-0.199260,-0.245412,0.086227,0.013375,0.046799,-0.013807,0.048793,0.021208
34.000000,0.103766,0.086874,-0.125578,-0.261939,0.068178,0.032694,-0.242283,0.059877,0.249572,0.107399
35.000000,0.183070,0.195806,0.146341,0.073292,-0.040213,0.023664,-0.317824,0.078933,0.327479,0.139867
36.000000,0.265275,0.341199,0.271101,0.322502,-0.101699,0.032757,-0.068336,0.021643,0.071681,0.031143
37.000000,0.281107,0.360632,0.068074,0.244163,-0.060859,0.044646,0.245469,-0.058031,0.252235,0.108521
38.000000,0.228341,0.215963,-0.187950,-0.084856,0.041610,0.035070,0.304090,-0.077365,0.313777,0.134212
39.000000,0.243844,0.191208,-0.196641,-0.265061,0.084735,0.041450,0.086408,-0.027178,0.090581,0.039334
40.000000,0.307440,0.245390,-0.038092,-0.137296,0.032246,0.040013,-0.131162,0.028384,0.134198,0.058179
41.000000,0.347007,0.276914,0.071278,0.026731,-0.011025,0.026312,-0.178314,0.042579,0.183327,0.079271
42.000000,0.375246,0.301871,0.123745,0.128114,-0.038355,0.017928,-0.080261,0.022886,0.083460,0.036249
43.000000,0.383475,0.296253,0.068817,0.120826,-0.037118,0.014606,0.060879,-0.011444,0.061945,0.026919
44.000000,0.355682,0.231895,-0.056895,-0.012340,0.005301,0.009541,0.110643,-0.026998,0.113889,0.049416
45.000000,0.338669,0.190175,-0.097181,-0.124710,0.038995,0.008270,0.022465,-0.007341,0.023634,0.010276
46.000000,0.346563,0.189872,-0.056270,-0.141063,0.041679,0.010474,-0.130140,0.029915,0.133534,0.057892
47.000000,0.384806,0.244029,0.104509,0.048992,-0.019660,0.004294,-0.165443,0.040606,0.170353,0.073717
48.000000,0.432030,0.330655,0.175059,0.231134,-0.072685,0.007091,0.010488,-0.000139,0.010489,0.004561
49.000000,0.430553,0.331871,0.021630,0.191265,-0.053003,0.014614,0.246916,-0.059429,0.253967,0.109250
50.000000,0.364393,0.194108,-0.240767,-0.180787,0.068068,0.013572,0.218707,-0.056191,0.225810,0.097357
51.000000,0.401236,0.215068,-0.176411,-0.319077,0.093594,0.033387,-0.077807,0.015804,0.079396,0.034488
52.000000,0.494347,0.323603,0.154657,0.048719,-0.032777,0.021663,-0.198278,0.047525,0.203894,0.088047
53.000000,0.527335,0.377515,0.152101,0.196404,-0.055521,0.015597,-0.044887,0.009825,0.045950,0.019973
54.000000,0.479319,0.268009,-0.082651,-0.047724,0.028620,0.009170,0.018300,-0.002904,0.018529,0.008057
55.000000,0.487052,0.244485,-0.015440,-0.079972,0.017492,0.004595,-0.057215,0.018324,0.060078,0.026108
56.000000,0.521741,0.298417,0.121253,0.101656,-0.042462,-0.001629,-0.028705,0.007149,0.029582,0.012861
57.000000,0.486596,0.254329,-0.032228,0.011228,0.004499,-0.004319,0.027615,-0.010332,0.029485,0.012819
58.000000,0.473819,0.230148,-0.035020,-0.028415,0.011994,-0.006780,0.014364,-0.002666,0.014609,0.006352
59.000000,0.491137,0.262200,0.063622,0.079770,-0.031764,-0.009269,0.053339,-0.011290,0.054521,0.023696
60.000000,0.474097,0.252363,-0.007236,0.067315,-0.021898,-0.009077,0.136357,-0.034840,0.140738,0.060995
