time,u,v,w,p,q,r,phi,theta,Xacc,GZ
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.006383,0.040020,-0.135072,-0.194840,0.173251,0.029222,-0.123208,0.016197,0.124268,0.037185
2.000000,0.156302,0.134737,0.168547,0.105242,-0.097647,0.055863,-0.108911,0.090222,0.141427,0.042287
3.000000,0.527571,0.361275,0.179496,0.408290,-0.419326,0.114067,0.122393,-0.027459,0.125435,0.037532
4.000000,0.333497,0.219978,-0.396490,0.085708,0.264398,0.120580,0.285587,-0.241299,0.373879,0.109569
5.000000,0.599858,0.027860,-0.120827,-0.296661,0.610730,0.094328,0.160054,-0.037605,0.164412,0.049102
6.000000,0.742480,-0.037428,0.536340,-0.210337,-0.636371,0.045245,-0.069231,0.262099,0.271088,0.080334
7.000000,0.952674,0.035919,-0.621315,-0.080692,-0.075097,0.008777,-0.163063,-0.106405,0.194709,0.058044
8.000000,0.739333,0.043651,-0.193159,-0.102369,0.579334,0.037830,-0.226923,-0.038417,0.230152,0.068438
9.000000,1.283680,0.156753,0.878874,0.097285,-0.251193,0.084613,-0.188768,0.242265,0.307125,0.090696
10.000000,2.152658,0.162252,0.022769,0.325431,-0.491849,0.085652,-0.004677,-0.022896,0.023369,0.007010
11.000000,0.958480,0.143250,-0.496048,0.330928,0.278063,-0.042047,0.282380,-0.283646,0.400242,0.116892
12.000000,1.050614,-0.108571,0.142487,-0.132577,0.564352,-0.093027,0.305048,-0.064799,0.311854,0.092047
13.000000,0.657989,-0.027468,0.358514,-0.447701,-0.212345,-0.231242,0.002884,0.216169,0.216188,0.064352
14.000000,0.797623,0.027947,0.098783,-0.106471,-0.508126,-0.248897,-0.157853,0.042207,0.163398,0.048802
15.000000,0.400239,0.122949,-0.418461,0.220419,0.251823,-0.343646,-0.058229,-0.201532,0.209776,0.062472
16.000000,0.419718,0.114451,-0.105867,0.081173,0.549384,-0.273281,0.027035,-0.024177,0.036269,0.010878
17.000000,0.641733,0.070415,0.485508,-0.168377,-0.315811,-0.342153,-0.037442,0.228585,0.231631,0.068870
