time,u,v,w,p,q,r,phi,theta,Xacc,GZ
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.017916,-0.021794,-0.098640,-0.142390,0.069073,0.006558,-0.097246,0.016718,0.098673,0.032127
2.000000,0.003651,0.004675,-0.055653,-0.098185,0.054311,0.011851,-0.225353,0.060476,0.233327,0.075405
3.000000,0.084772,0.083592,0.149557,0.158118,-0.090850,0.014588,-0.158875,0.063191,0.170981,0.055490
4.000000,0.091241,0.075066,0.045321,0.082367,-0.070433,0.020614,-0.033203,0.008979,0.034396,0.011215
5.000000,0.063324,0.064938,0.006860,0.046188,-0.010390,0.017846,0.034134,-0.022498,0.040881,0.013329
6.000000,0.044195,0.051570,-0.007967,0.006024,0.025473,0.014042,0.058102,-0.021711,0.062026,0.020215
7.000000,0.045153,0.040696,-0.010718,-0.027467,0.021741,0.011608,0.041758,-0.007455,0.042418,0.013829
8.000000,0.088882,0.083376,0.079276,0.106966,-0.062679,0.011461,0.102482,-0.014376,0.103485,0.033689
9.000000,0.095372,0.096685,0.040558,0.110854,-0.067601,0.015816,0.223373,-0.059580,0.231182,0.074724
10.000000,0.040734,0.042163,-0.187495,-0.230867,0.133824,0.029812,0.112811,-0.058293,0.126982,0.041301
11.000000,0.142757,0.130647,-0.194250,-0.416481,0.206950,0.082840,-0.253980,0.063054,0.261690,0.084373
12.000000,0.334862,0.242318,0.286639,0.117134,-0.120721,0.071767,-0.347778,0.138178,0.374223,0.119214
13.000000,0.540300,0.368043,0.286901,0.354534,-0.249324,0.089983,-0.055129,0.035185,0.065400,0.021313
14.000000,0.466226,0.264834,-0.113110,0.090113,0.007779,0.078256,0.158685,-0.086203,0.180588,0.058574
15.000000,0.434231,0.206408,-0.064972,0.033187,0.075279,0.048844,0.216020,-0.072927,0.227998,0.073713
16.000000,0.439229,0.146911,-0.093365,-0.143498,0.089217,0.039205,0.130978,-0.027827,0.133901,0.043538
17.000000,0.465210,0.155529,-0.105069,-0.266023,0.095947,0.044455,-0.109336,0.034054,0.114517,0.037265
18.000000,0.526976,0.203304,0.104354,0.002584,-0.031516,0.030296,-0.221363,0.073403,0.233216,0.075370
19.000000,0.599725,0.273328,0.182612,0.225109,-0.136312,0.027908,-0.066124,0.031783,0.073366,0.023905
20.000000,0.561638,0.226298,-0.031600,0.083326,-0.039403,0.023699,0.088539,-0.038574,0.096577,0.031447
21.000000,0.513131,0.184618,-0.058312,0.000683,0.034738,0.011941,0.124539,-0.047362,0.133241,0.043325
22.000000,0.497067,0.159526,-0.047293,-0.058218,0.050466,0.005930,0.084800,-0.022808,0.087814,0.028601
23.000000,0.503080,0.157294,-0.011888,-0.042494,0.013179,0.000567,0.030452,0.000198,0.030453,0.009930
24.000000,0.502011,0.160133,0.000633,-0.005049,-0.015058,-0.004854,0.008643,0.001987,0.008868,0.002892
25.000000,0.468218,0.136443,-0.138726,-0.239700,0.112725,0.007539,-0.155172,0.023085,0.156880,0.050953
26.000000,0.521973,0.201476,0.139926,0.039892,-0.002873,0.004373,-0.232121,0.073006,0.243331,0.078575
27.000000,0.636929,0.319766,0.237122,0.283912,-0.168058,0.016306,-0.021795,0.033154,0.039676,0.012936
28.000000,0.597713,0.262010,-0.067786,0.084580,-0.057685,0.019975,0.158792,-0.058562,0.169247,0.054932
