method,picp,mpiw_deg,crps_deg,point_rmse_deg
MC-Dropout,0.9277144646211647,11.357751084498586,1.7899141842205961,3.503237924721409
Deep Ensemble,0.9142204132748905,10.726407765184131,1.7535793551610945,3.4502158541722427
Quantile,0.922226048841578,10.328108927737714,1.3705430601211206,3.5407384778872313
