horizon_s,rmse_deg,mae_deg,r2
1,1.6351932354652245,1.22793735304217,0.9298003989716468
2,2.0899793830291284,1.5702315390696622,0.8853204873208144
3,3.2883578440319354,2.4712339835899426,0.7161817924927858
4,4.691940127533046,3.5349455105526713,0.4224564675212863
5,4.6940220594932915,3.5433843816564115,0.4227175658425145
overall,3.518616583390946,2.4695465535821715,0.6751555772856533
