horizon_s,rmse_deg,mae_deg,r2
1,1.6263999467907149,1.2209853602925358,0.930326090364172
2,2.1058022913729983,1.5786170594315478,0.8831928173633953
3,3.267331373088032,2.4572275866095312,0.7187736609692712
4,4.664035324391035,3.520719312736399,0.42711767040624127
5,4.670089472673343,3.5250407590537765,0.4262430038889694
overall,3.5019421916639253,2.460518015624758,0.6770571648007829
