horizon_s,rmse_deg,mae_deg,r2
1,4.451468959638536,3.4387996469756654,0.12458286397302631
2,6.00325194528594,4.497138739759648,-0.592105820038429
3,4.268193899228111,3.317853303504732,0.19518726087952631
4,6.8647893765461,4.922346825342314,-1.0802685163479873
5,8.349175363910676,5.773493764225131,-2.0713753271390245
overall,6.179096235215729,4.389926455961498,-0.6856001079768936
