horizon_s,rmse_deg,mae_deg,r2
1,2.4676542108045236,1.91299438699081,0.8953042459239374
2,3.1691998899216447,2.4658903606356177,0.827285204053654
3,4.524619936244421,3.521404940367456,0.6479214283229437
4,6.563132455686197,5.051265477266236,0.2592307450908896
5,6.589261373901437,5.075955089288433,0.25353810866364257
overall,4.961822324475396,3.6055020509097124,0.576654846890851
