method,picp,mpiw_deg,crps_deg,point_rmse_deg
MC-Dropout,0.7446576977170377,9.841969282964037,2.696986041713075,5.032768900069736
Deep Ensemble,0.7007401514398147,8.788909008440712,2.650205984910634,4.917568776045588
Quantile,0.804412495915671,10.949878277156103,2.075836048176663,5.019226430781923
