horizon_s,rmse_deg,mae_deg,r2
1,1.6139285840721562,1.218718338898685,0.9316143298852504
2,2.1202820693607594,1.5987792482739325,0.8819708943915661
3,3.2841942050699635,2.4639852664348307,0.7169000649390888
4,4.698738740511964,3.542661146227316,0.4207815357910716
5,4.704894005679312,3.573466663598144,0.4200403514219675
overall,3.5242152732492973,2.4795221326865824,0.6741209944842779
