method,picp,mpiw_deg,crps_deg,point_rmse_deg
MC-Dropout,0.9271790857858485,11.35528466404623,1.789337702994708,3.5084387673927733
Deep Ensemble,0.9128021289918598,10.688750333369986,1.7519684743329187,3.4508911848083073
Quantile,0.9207576706324359,10.22001973265895,1.3505792608910037,3.4734470729535407
