horizon_s,rmse_deg,mae_deg,r2
1,1.6101361131873577,1.2113331807677157,0.9314449085391707
2,2.0445972915196826,1.5457844946306611,0.8894429661565336
3,3.2611741851632754,2.4544056143911743,0.7187449598460018
4,4.650623597110865,3.4907725956032616,0.42794359226098133
5,4.62933373050827,3.4956889881509756,0.4331486233320123
overall,3.477562482080835,2.439596974708757,0.6801641414208026
