horizon_s,rmse_deg,mae_deg,r2
1,1.0699649816745989,0.8748605292235953,0.9049842363796502
2,1.3880546102351232,1.1446931131049103,0.8400763166415819
3,2.1627697729648268,1.7986045448949635,0.6117445812792663
4,3.34305334066039,2.8482802031619014,0.07217422124546613
5,3.3399600438877797,2.8459541966934703,0.07391673628026074
overall,2.4527711873357725,1.902478517415768,0.5006165355509542
