fold,method,picp_mean,picp_std,mpiw_deg_mean,mpiw_deg_std,crps_deg_mean,crps_deg_std,point_rmse_deg_mean,point_rmse_deg_std,n_seeds
Hs7,MC-Dropout,0.7437462175562217,0.003429369436027527,9.754713346782001,0.06436430783158689,2.6834865220313504,0.018788488113519384,5.008689976263278,0.03861831186668943,5
Hs7,Deep Ensemble,0.6992231961472347,0.002210729524466349,8.778367433439726,0.03952076736510354,2.651766293977602,0.0036744068087575365,4.922267775864254,0.006426539503388457,5
Hs7,Quantile,0.8078978846727564,0.005966496289217842,11.151172016531245,0.13688842277911778,2.080774361271543,0.009017650984033256,5.050878057247778,0.023811630269556405,5
