horizon_s,rmse_deg,mae_deg,r2
1,5.792381082564798,4.349007570803679,0.11913220311095207
2,5.881339028870309,4.369412694437053,0.09185694760871932
3,5.5894381357709255,4.214017154649274,0.17999138276941695
4,6.438378663496783,4.783455597681529,-0.08750893206471821
5,6.809222657039324,5.071138512348927,-0.21476749206576895
overall,6.118854125724626,4.5574063059840935,0.017637617635702485
