horizon_s,rmse_deg,mae_deg,r2
1,1.6152578440146972,1.217131711718361,0.9314966358589315
2,2.1049055562468584,1.5863745835066596,0.8836371001300165
3,3.2595444756393803,2.451791322772217,0.720892713954272
4,4.687915804486208,3.5144109101793313,0.4226869539846986
5,4.68649482299458,3.5465272673321633,0.42297385066567406
overall,3.5101026710894843,2.463247159101746,0.6763789347928595
