variant,gm_10t_m,rmse_mean,rmse_std,r2_mean,r2_std
clamped,0.3,6.557364189566942,0.5981670569499765,-0.9109298514007799,0.36688767703703756
unclamped,0.2582,6.45887457673503,0.4544316759547971,-0.3838725273529805,0.2026853649009969
