model,scope,seed,horizon_s,rmse_deg,mae_deg,r2
50t,LOVO,0,overall,3.6442115148036183,2.5902491318768033,0.694020912679377
50t,LOVO,1,1,1.6634341096455703,1.2827241667601323,0.9362621079994353
50t,LOVO,1,2,2.1602223573878483,1.6479914660275734,0.8924983420071637
50t,LOVO,1,3,3.3719129582183838,2.5769806118189718,0.7380451714517169
50t,LOVO,1,4,4.907447590205064,3.744223140670674,0.445073651073733
50t,LOVO,1,5,4.894723241443402,3.7309903036752208,0.4478248612534158
50t,LOVO,1,overall,3.6563568788953686,2.5965819377905137,0.6919779905857681
50t,LOVO,2,1,1.6254730902836967,1.2461288660647285,0.9391380225369088
50t,LOVO,2,2,2.0943878794733397,1.5931245686718218,0.8989508927108917
50t,LOVO,2,3,3.3530185513881308,2.5652269949047404,0.740972657441461
50t,LOVO,2,4,4.870018355200239,3.7281166807393675,0.4535062465856289
50t,LOVO,2,5,4.875515219644409,3.704348818476756,0.45215008292947834
50t,LOVO,2,overall,3.626543373512738,2.567389185771482,0.6969806622099242
50t,LOVO,3,1,1.6760386016706055,1.2758989920175918,0.935292514405709
50t,LOVO,3,2,2.12722555434051,1.614134065219578,0.8957573766032783
50t,LOVO,3,3,3.3944831097824526,2.5891967790284487,0.7345266063705242
50t,LOVO,3,4,4.900520015335446,3.7092317371046217,0.44663926349005234
50t,LOVO,3,5,4.886781089018312,3.696474993873421,0.4496153204845379
50t,LOVO,3,overall,3.65383183435193,2.5769873134487318,0.6924032777007424
50t,LOVO,4,1,1.6729511169521283,1.2759363800014991,0.9355306943128423
50t,LOVO,4,2,2.1742293904792556,1.6389262285940693,0.8910997257351954
50t,LOVO,4,3,3.345609170841048,2.5549668615663794,0.7421161713221198
50t,LOVO,4,4,4.938838803108794,3.74827198401832,0.4379516084882351
50t,LOVO,4,5,4.894789411522368,3.712157943815655,0.4478099318211679
50t,LOVO,4,overall,3.662519125203185,2.5860518795991845,0.6909388650068107
