model,scope,seed,horizon_s,rmse_deg,mae_deg,r2
r3,LORO,0,1,1.5882359692113726,1.2011182373378126,0.9332971196668557
r3,LORO,0,2,2.048212931733119,1.557899849519822,0.8890516050784345
r3,LORO,0,3,3.2577919917605147,2.446763225669779,0.7193280416488558
r3,LORO,0,4,4.65223565053556,3.5322271691208624,0.4275469377903267
r3,LORO,0,5,4.637095098414151,3.528930703572854,0.4312463063280919
r3,LORO,0,overall,3.47783915295245,2.4533878370442257,0.6801132478502196
r3,LORO,1,1,1.6029050464143415,1.2049348886596096,0.9320592830564478
r3,LORO,1,2,2.0210198024056782,1.5288178087632323,0.891978064683002
r3,LORO,1,3,3.276008657090702,2.4386913631766016,0.7161803869661514
r3,LORO,1,4,4.646078916705437,3.491355275755529,0.4290610954080102
r3,LORO,1,5,4.634276943819773,3.5016497841757834,0.4319374065734176
r3,LORO,1,overall,3.47702834164877,2.433089824106151,0.6802623850294183
r3,LORO,2,1,1.587891539944056,1.1928070234339092,0.933326047273959
r3,LORO,2,2,2.067458998421861,1.5670928463348297,0.886956752087073
r3,LORO,2,3,3.275334912328314,2.4565038700155335,0.7162971157873349
r3,LORO,2,4,4.640497927788325,3.5026581055720856,0.4304319244279755
r3,LORO,2,5,4.635456936425047,3.4996347699700747,0.4316480863598152
r3,LORO,2,overall,3.4798070943072967,2.4437393230652864,0.6797511284722018
r3,LORO,3,1,1.6465194578238218,1.2332567584422385,0.9283117023003213
r3,LORO,3,2,2.0703670710663853,1.5767097399055476,0.8866385168259462
r3,LORO,3,3,3.2604722277106397,2.447630220223951,0.7188660253348882
r3,LORO,3,4,4.653506655174339,3.500634137020311,0.42723410329862876
r3,LORO,3,5,4.649404456664816,3.5103032270967103,0.4282227387566503
r3,LORO,3,overall,3.489991727011036,2.4537068165377516,0.6778737886881139
r3,LORO,4,1,1.6101361131873577,1.2113331807677157,0.9314449085391707
r3,LORO,4,2,2.0445972915196826,1.5457844946306611,0.8894429661565336
r3,LORO,4,3,3.2611741851632754,2.4544056143911743,0.7187449598460018
r3,LORO,4,4,4.650623597110865,3.4907725956032616,0.42794359226098133
r3,LORO,4,5,4.62933373050827,3.4956889881509756,0.4331486233320123
r3,LORO,4,overall,3.477562482080835,2.439596974708757,0.6801641414208026
r4,LORO,0,1,1.6250512845012153,1.2077123220053174,0.9303222414323358
r4,LORO,0,2,2.080652203018131,1.5527170911631871,0.885742317622689
r4,LORO,0,3,3.2736591837851354,2.4508948400311317,0.7171358192968282
r4,LORO,0,4,4.66922749893376,3.5030556135042366,0.4247360675723425
r4,LORO,0,5,4.656832085522234,3.509721599354167,0.42778122081887326
r4,LORO,0,overall,3.497842770288927,2.444820293211608,0.6771329957550619
r4,LORO,1,1,1.592536477308481,1.1941681619942863,0.9330826388564324
r4,LORO,1,2,2.0588725030925503,1.549285017909282,0.8881218345581275
r4,LORO,1,3,3.2650758267360964,2.449886716148685,0.718617183837416
r4,LORO,1,4,4.656817800941115,3.509179687224796,0.42778983395352843
r4,LORO,1,5,4.653075079112184,3.4985666717312434,0.42870414969825665
r4,LORO,1,overall,3.48634216028496,2.440217251001658,0.6792526240246599
r4,LORO,2,1,1.6055405619731045,1.2032513164512795,0.931985330368129
r4,LORO,2,2,2.0729187515066823,1.557048704879828,0.886590094232002
r4,LORO,2,3,3.3005355948762842,2.462722096471093,0.7124721808811257
r4,LORO,2,4,4.677616692715469,3.5184569837667574,0.42266705892380074
r4,LORO,2,5,4.665168888892069,3.520867262643167,0.42573057974594253
r4,LORO,2,overall,3.504630837774248,2.4524692728424253,0.6758786399952015
r4,LORO,3,1,1.6190947777552815,1.230513029839318,0.9308321027527301
r4,LORO,3,2,2.102253438896381,1.5969593839846283,0.883357566310556
r4,LORO,3,3,3.2740309120281736,2.4630311679632957,0.7170715764609752
r4,LORO,3,4,4.68161390992109,3.5141281150415926,0.4216799275103158
r4,LORO,3,5,4.686676431808003,3.536879043986403,0.42042333565139356
r4,LORO,3,overall,3.511200951573503,2.4683021481630476,0.6746622435109706
r4,LORO,4,1,1.6070369902102364,1.2034200391809295,0.9318584864805587
r4,LORO,4,2,2.053152259169139,1.5500864957917708,0.8887426416921327
r4,LORO,4,3,3.2716091787727777,2.458192033094087,0.7174899743227312
r4,LORO,4,4,4.65552724881257,3.5254849015632352,0.4281069452312254
r4,LORO,4,5,4.6288678512011305,3.5159376564646254,0.4346329237875497
r4,LORO,4,overall,3.481430173195646,2.4506242252189288,0.6801558039269551
r5,LORO,0,1,1.6058193101696314,1.202038445725094,0.9324202885116167
r5,LORO,0,2,2.080557952854606,1.566359640690256,0.8865535282484607
r5,LORO,0,3,3.2803084792822035,2.47202853762473,0.7179896855002226
r5,LORO,0,4,4.679845545417543,3.5542215622973536,0.425817011842587
r5,LORO,0,5,4.662282502103591,3.5341819286489504,0.43004839847626897
r5,LORO,0,overall,3.5015891600739426,2.465766022997276,0.6786088023488854
r5,LORO,1,1,1.612295015004736,1.211143024872116,0.9318741390686339
r5,LORO,1,2,2.0911194410617453,1.5698238424721105,0.8853988334927456
r5,LORO,1,3,3.2662110575889187,2.4539254860891755,0.7204084065206174
r5,LORO,1,4,4.684021232298674,3.543647014753507,0.42479190193029204
r5,LORO,1,5,4.6906763144218315,3.5604790534262944,0.4230851236334999
r5,LORO,1,overall,3.509498813113189,2.4678036843226407,0.6771551972100449
r5,LORO,2,1,1.6193881180046916,1.2166445459337454,0.9312733970367226
r5,LORO,2,2,2.089362472499767,1.5794983132689566,0.8855913294878368
r5,LORO,2,3,3.300852075542785,2.480679203941682,0.7144463312202056
r5,LORO,2,4,4.694948096506559,3.525261499013529,0.4221050858231229
r5,LORO,2,5,4.684432911374162,3.526805680533253,0.4246198767224938
r5,LORO,2,overall,3.5176676128621422,2.465777848538234,0.6756505243462805
r5,LORO,3,1,1.6344137266214087,1.2241890245270506,0.9299921108193386
r5,LORO,3,2,2.0782062045814236,1.5608587473051172,0.8868098506037596
r5,LORO,3,3,3.298198181991228,2.4775236739744786,0.7149053183996452
r5,LORO,3,4,4.693122183894369,3.532363206876628,0.42255449672372225
r5,LORO,3,5,4.675179557644529,3.5224136095787735,0.4268907758295657
r5,LORO,3,overall,3.5142868475808338,2.463469652452409,0.6762736773159341
r5,LORO,4,1,1.6342180053410347,1.217969285334732,0.9300088767251473
r5,LORO,4,2,2.0810358251402556,1.5614313665720803,0.8865014084306787
r5,LORO,4,3,3.303155293918295,2.4726256995829354,0.7140476935961058
r5,LORO,4,4,4.692753145209811,3.5385308072028394,0.42264530678241996
r5,LORO,4,5,4.678255495361962,3.5479685528209832,0.42613639702041883
r5,LORO,4,overall,3.5162542584972285,2.4677051423027145,0.6759111110211937
