method,picp,mpiw_deg,crps_deg,point_rmse_deg
MC-Dropout,0.9278083907326237,11.497548407093003,1.8069177175049933,3.530654157532138
Deep Ensemble,0.9139167188478396,10.709876977616913,1.7505276711279845,3.4471130082857
Quantile,0.9292266750156544,10.507302445773487,1.351413120047529,3.4904271815937014
