horizon_s,rmse_deg,mae_deg,r2
1,3.922837963552134,3.1361463472925557,-0.38078451676926206
2,4.42081851111077,3.491627132389018,-0.7538054533438485
3,3.6658555709588145,2.902593292907009,-0.2058004261894475
4,5.539548574552413,4.110516141405492,-1.7539968201590628
5,6.191051636858742,4.502879993858443,-2.4398551760232863
overall,4.845338168666296,3.6287525815705033,-1.1067769944246937
