horizon_s,rmse_deg,mae_deg,r2
1,1.7313118804106675,1.3165849460605705,0.9264294311974993
2,2.1962237796292965,1.6575614025946865,0.8815817460496513
3,3.4926849522084185,2.665512229604215,0.7005309095255189
4,4.891998648405935,3.7276161154154868,0.41251461607238105
5,4.868311999636939,3.737758352966943,0.4181792810337669
overall,3.678363777405871,2.6210066093283806,0.6678523850654584
