horizon_s,rmse_deg,mae_deg,r2
1,0.9986378540193824,0.8035256702259308,0.920680129635977
2,1.3011510256577141,1.0610997187262259,0.8653382367881173
3,2.069605175984353,1.698497508768827,0.6592867623915295
4,3.0886708109370637,2.5961529758298965,0.24101604618336014
5,3.183640135597851,2.6864569570062136,0.19358539439906464
overall,2.308635485772317,1.769146566111419,0.5760208948579201
