variant,gm_10t_m,n_test_windows,rmse_deg,mae_deg,r2,exceed15_prevalence,exceed15_recall
clamped,0.3,81058,6.179096235215729,4.389926455961498,-0.6856001079768936,0.10423400528016975,0.3501716179429518
unclamped,0.2582,86986,6.170340628184783,4.460202558389362,-0.2580102581852963,0.15254178833375487,0.35886653101213356
