horizon_s,rmse_deg,mae_deg,r2
1,1.6999096281964168,1.38625690224578,0.9070639318774583
2,2.0334979458905185,1.6460741185499956,0.86701859846944
3,3.4092035806751797,2.7731337970913397,0.6262263440379218
4,4.804412273135805,3.9239136837032804,0.2576263344022589
5,4.785877996782788,3.9112149818318773,0.26349658094123285
overall,3.595399315369905,2.7281186966844544,0.5842801745021935
