variant,gm_10t_m,n_test_windows,rmse_deg,mae_deg,r2,exceed15_prevalence,exceed15_recall
clamped,0.3,81058,6.337350049695811,4.582380922005513,-0.7730460899392966,0.10423400528016975,0.33670256835128415
unclamped,0.2582,86986,6.243733268505544,4.594399443404385,-0.28811484989583125,0.15254178833375487,0.35297309518426406
