horizon_s,rmse_deg,mae_deg,r2
1,1.715954660642908,1.2962947846701285,0.9235606450599929
2,2.131188250656614,1.5993883327700422,0.8820643561233668
3,3.4711735894390405,2.623395387245353,0.6870418141872607
4,4.796292393301326,3.6151749835521896,0.4024887122895884
5,4.770065349818118,3.5872619980177136,0.4089037236877393
overall,3.613681059770318,2.5443030972510847,0.6608618873119892
