horizon_s,rmse_deg,mae_deg,r2
1,5.899112729664683,4.670228502267852,-0.015309147561519909
2,7.227538286886579,5.6755568093613284,-0.5240571300190184
3,6.043668114590666,4.765209394435674,-0.06580532141133633
4,8.25665947988299,6.323495285657663,-0.9859225984992539
5,8.966904869401281,6.818390309224926,-1.3324508047497718
overall,7.377541239039702,5.650576060189488,-0.5857061152562233
